org,repository,url,state,created_at,merged_at,user.login,month_year,title
"jenkinsci","publish-over-cifs-plugin","https://github.com/jenkinsci/publish-over-cifs-plugin/pull/14","closed","2020-12-02T08:27:48Z","2020-12-02T17:14:30Z","res0nance","2020-12","Fix test connection button"
"jenkinsci","git-client-plugin","https://github.com/jenkinsci/git-client-plugin/pull/644","open","2020-12-07T23:22:26Z",,"jimklimov","2020-12","[JENKINS-64383] combined refrepo became our bottleneck, support a fanout location too"
"jenkinsci","view-job-filters-plugin","https://github.com/jenkinsci/view-job-filters-plugin/pull/22","closed","2020-12-15T21:55:40Z","2020-12-15T22:39:01Z","timja","2020-12","Output junit reports for maven-invoker-plugin"
"jenkinsci","scripttrigger-plugin","https://github.com/jenkinsci/scripttrigger-plugin/pull/8","closed","2020-12-04T09:57:33Z","2022-02-28T00:09:58Z","bguerin","2020-12","Bugfix: NullPointerException during scheduled polling"
"jenkinsci","maven-hpi-plugin","https://github.com/jenkinsci/maven-hpi-plugin/pull/208","closed","2020-12-10T19:50:54Z","2021-01-21T07:39:59Z","sephiroth-j","2020-12","[JENKINS-64408] support targetPath property for webResources"
"jenkinsci","bitbucket-branch-source-plugin","https://github.com/jenkinsci/bitbucket-branch-source-plugin/pull/414","open","2020-12-10T16:30:33Z",,"b-dean","2020-12","JENKINS-64418: add simple exponential backoff to the sleep for bitbucket api rate limits"
"jenkinsci","jenkins","https://github.com/jenkinsci/jenkins/pull/5103","closed","2020-12-08T12:16:59Z","2020-12-11T16:27:29Z","res0nance","2020-12","Avoid calling task.getCauseOfBlockage() twice"
"jenkinsci","kubernetes-plugin","https://github.com/jenkinsci/kubernetes-plugin/pull/917","open","2020-12-10T22:07:15Z",,"kerogers-cloudbees","2020-12","Clean up the snippet generation for a container template."
"jenkinsci","greenballs-plugin","https://github.com/jenkinsci/greenballs-plugin/pull/16","closed","2020-12-05T11:38:04Z","2020-12-07T09:30:11Z","StefanSpieker","2020-12","updated plugin pom and added some missing Nonnull annotations"
"jenkinsci","ant-plugin","https://github.com/jenkinsci/ant-plugin/pull/53","closed","2020-12-05T15:53:04Z","2021-10-01T13:53:01Z","MarkEWaite","2020-12","Docs: Must use script block in declarative"
"jenkinsci","docker-ssh-agent","https://github.com/jenkinsci/docker-ssh-agent/pull/69","closed","2020-12-10T14:49:16Z","2020-12-10T15:26:14Z","garethjevans","2020-12","feat: add 2019 ltsc build for jdk 11"
"jenkinsci","docker-ssh-agent","https://github.com/jenkinsci/docker-ssh-agent/pull/70","closed","2020-12-11T14:30:36Z","2020-12-21T16:22:13Z","garethjevans","2020-12","feat: add windows / jdk8 images for LTSC 2019"
"jenkinsci","ghprb-plugin","https://github.com/jenkinsci/ghprb-plugin/pull/804","open","2020-12-11T19:35:49Z",,"mattymo","2020-12"," Handle (un)labeled pull request hooks (remake)"
"jenkinsci","testflo-for-jira-test-management-automation-plugin","https://github.com/jenkinsci/testflo-for-jira-test-management-automation-plugin/pull/5","closed","2020-12-08T09:20:58Z","2020-12-10T09:35:54Z","mmalicki-deviniti","2020-12","JPTMS-4106 JPTMS-4107 use environment variables for task parameters, …"
"jenkinsci","ssh-slaves-plugin","https://github.com/jenkinsci/ssh-slaves-plugin/pull/206","closed","2020-12-11T18:54:01Z","2021-03-19T09:58:17Z","kuisathaverat","2020-12","test: add SSH connections test for several configurations"
"jenkinsci","ssh-slaves-plugin","https://github.com/jenkinsci/ssh-slaves-plugin/pull/204","closed","2020-12-10T19:58:35Z","2020-12-18T08:51:54Z","kuisathaverat","2020-12","[JENKINS-64404] add a whitespaces check on the javaPath setting"
"jenkinsci","ssh-slaves-plugin","https://github.com/jenkinsci/ssh-slaves-plugin/pull/203","closed","2020-12-10T19:14:57Z","2020-12-18T08:53:55Z","kuisathaverat","2020-12","Deprecated javaVersionChecker"
"jenkinsci","ssh-slaves-plugin","https://github.com/jenkinsci/ssh-slaves-plugin/pull/201","closed","2020-12-09T19:45:56Z","2020-12-18T08:53:00Z","kuisathaverat","2020-12","[JENKINS-60289] SSH Host Key Verifiers not configured"
"jenkinsci","ssh-slaves-plugin","https://github.com/jenkinsci/ssh-slaves-plugin/pull/197","closed","2020-12-08T13:23:00Z","2020-12-08T13:43:33Z","kuisathaverat","2020-12","chore: use BOM to manage the Jenkins Core dependencies"
"jenkinsci","ssh-slaves-plugin","https://github.com/jenkinsci/ssh-slaves-plugin/pull/205","closed","2020-12-11T17:46:18Z","2020-12-17T19:48:09Z","kuisathaverat","2020-12","docs: add keepalive documentation"
"jenkinsci","compuware-ispw-operations-plugin","https://github.com/jenkinsci/compuware-ispw-operations-plugin/pull/82","closed","2020-12-01T21:53:03Z","2021-07-02T18:32:47Z","zyad-compuware","2020-12","CWE-169885: Re-work flow during automatic operation when nothing synced"
"jenkinsci","zap-pipeline-plugin","https://github.com/jenkinsci/zap-pipeline-plugin/pull/20","closed","2020-12-04T15:39:38Z","2021-06-14T13:13:39Z","bhecquet","2020-12","Allow concurrent execution of zap on the same Jenkins node"
"jenkinsci","lib-jenkins-maven-embedder","https://github.com/jenkinsci/lib-jenkins-maven-embedder/pull/27","open","2020-12-15T06:46:24Z",,"MEBrach","2020-12","JENKINS-59078 - lib-jenkins-maven-embedder using maven 3.6.3"
"jenkinsci","adobe-cloud-manager-plugin","https://github.com/jenkinsci/adobe-cloud-manager-plugin/pull/1","closed","2020-12-01T04:42:12Z","2020-12-01T15:38:33Z","bstopp","2020-12","Use AIO Library"
"jenkinsci","role-strategy-plugin","https://github.com/jenkinsci/role-strategy-plugin/pull/151","closed","2020-12-09T01:18:04Z","2021-05-30T11:40:30Z","weigxnow","2020-12","Support UTF-8 charset in the /strategy/getMatchingJobs API"
"jenkinsci","thin-backup-plugin","https://github.com/jenkinsci/thin-backup-plugin/pull/22","closed","2020-12-09T16:00:28Z","2021-05-18T14:32:49Z","kellcomnet2","2020-12","Update pom.xml"
"jenkinsci","templating-engine-plugin","https://github.com/jenkinsci/templating-engine-plugin/pull/140","closed","2020-12-11T00:23:32Z","2020-12-11T15:11:47Z","steven-terrana","2020-12","Debug"
"jenkinsci","pipeline-github-plugin","https://github.com/jenkinsci/pipeline-github-plugin/pull/94","closed","2020-12-02T09:56:26Z","2021-04-23T09:21:03Z","aaronwalker","2020-12","fix(triggers): handles github repos with mixed case org and repo names"
"jenkinsci","ec2-plugin","https://github.com/jenkinsci/ec2-plugin/pull/547","closed","2020-12-14T17:52:33Z","2020-12-15T08:54:01Z","MRamonLeon","2020-12","[JENKINS-60482] Update bom to fix PCT failures because of JCasC outdated"
